2;2                                  0              
2;2                                  0              ;2                                                 
2;2                                  0              ;2                                                 ;2                    7                           5
2;2                                  0              ;2                                                 ;2                    7                           5
844510 7 1788 717911 3 988  5 5155 542  2522      ;84510 7 1788 717911 3988  5 555 542  2522         ;84510 7 1788 717911 3 988  5 555 5 42  2522       ;844510 7 15788 717911 3 988  5 5155 542  2522     
844510 7 1788 717911 3 988  5 5155 542  2522      ;84510 7 1788 717911 3 988  5 555 5 42  2522       ;844510 7 15788 717911 3 988  5 5155 542  2522     ; 844510 7 1788 717911 3 988  5 5155 542  2522     
84510 7 1788 717911 3 988  5 555 5 42  2522       ;844510 7 15788 717911 3 988  5 5155 542  2522     ; 844510 7 1788 717911 3 988  5 5155 542  2522     ;84510 7 1788 717911 3 988   555 5 42  2522       5
84510 7 1788 717911 3 988  5 555 5 42  2522       ;844510 7 15788 717911 3 988  5 5155 542  2522     ;84510 7 1788 717911 3 988   555 5 42  2522       5;84510 7 1788 717911 3 9388  5 555 5 42  2522      
84510 7 1788 717911 3 988  5 555 5 42  2522       ;84510 7 1788 717911 3 988   555 5 42  2522       5;84510 7 1788 717911 3 9388  5 555 5 42  2522      ;84510 7 1788 717911 3 988  5 555 5 542  2522      
84510 7 1788 717911 3 988  5 555 5 42  2522       ;84510 7 1788 717911 3 9388  5 555 5 42  2522      ;84510 7 1788 717911 3 988  5 555 5 542  2522      ;84510 7 1788 7177911 3 988  5 555 5 42  2522      
84510 7 1788 717911 3 988  5 555 5 42  2522       ;84510 7 1788 717911 3 988  5 555 5 542  2522      ;84510 7 1788 7177911 3 988  5 555 5 42  2522      ;84510 7 1788 717911 3 988  5 555 5 42  2522       
84510 7 1788 717911 3 988  5 555 5 542  2522      ;84510 7 1788 7177911 3 988  5 555 5 42  2522      ;84510 7 1788 717911 3 988  5 555 5 42  2522       ;84510 7 17878 717911 3 988  5 555 5 542  28522    
84510 7 1788 717911 3 988  5 555 5 542  2522      ;84510 7 1788 7177911 3 988  5 555 5 42  2522      ;84510 7 17878 717911 3 988  5 555 5 542  28522    ;84510 7 1788 717911 3 988  5 5555 5 542   2522    
84510 7 1788 717911 3 988  5 555 5 542  2522      ;84510 7 17878 717911 3 988  5 555 5 542  28522    ;84510 7 1788 717911 3 988  5 5555 5 542   2522    ;84510 7 1788 717911 3 988  45 555 5 542  22522    
84510 7 17878 717911 3 988  5 555 5 542  28522    ;84510 7 1788 717911 3 988  5 5555 5 542   2522    ;84510 7 1788 717911 3 988  45 555 5 542  22522    ;84510 47 17878 71 7911 3 988  5 555 5 542  28522  
84510 7 1788 717911 3 988  5 5555 5 542   2522    ;84510 7 1788 717911 3 988  45 555 5 542  22522    ;84510 47 17878 71 7911 3 988  5 555 5 542  28522  ;84510 7 1788 7179113 988  5 5555 5 542  8 2522    
84510 7 1788 717911 3 988  45 555 5 542  22522    ;84510 47 17878 71 7911 3 988  5 555 5 542  28522  ;84510 7 1788 7179113 988  5 5555 5 542  8 2522    ;84510 7 1788 717911 3 988  45 555 35 542  22522   
84510 7 1788 717911 3 988  45 555 5 542  22522    ;84510 47 17878 71 7911 3 988  5 555 5 542  28522  ;84510 7 1788 7179113 988  5 5555 5 542  8 2522    ;84510 7 1788 717911 3 988  45 555 5 542  22522 2  
84510 47 17878 71 7911 3 988  5 555 5 542  28522  ;84510 7 1788 7179113 988  5 5555 5 542  8 2522    ;84510 7 1788 717911 3 988  45 555 5 542  22522 2  ;84510 647 17878 71  7911 3 988  5 555 5 542  28522
84510 7 1788 7179113 988  5 5555 5 542  8 2522    ;84510 7 1788 717911 3 988  45 555 5 542  22522 2  ;84510 647 17878 71  7911 3 988  5 555 5 542  28522;84510 7 1788 7179113 988  5 5555 5 542  8 2522    
84510 7 1788 717911 3 988  45 555 5 542  22522 2  ;84510 647 17878 71  7911 3 988  5 555 5 542  28522;84510 7 1788 7179113 988  5 5555 5 542  8 2522    ;894510 7 15788 717911 3 988  45 555 5 542  22522 2
84510 7 1788 717911 3 988  45 555 5 542  22522 2  ;84510 7 1788 7179113 988  5 5555 5 542  8 2522    ;894510 7 15788 717911 3 988  45 555 5 542  22522 2;845910 7 1788 717911 3 988  45 555 5 542  22522 2 
84510 7 1788 717911 3 988  45 555 5 542  22522 2  ;894510 7 15788 717911 3 988  45 555 5 542  22522 2;845910 7 1788 717911 3 988  45 555 5 542  22522 2 ;84510 7 1788 71791 3 88  45 555 5 542  22522 2    
894510 7 15788 717911 3 988  45 555 5 542  22522 2;845910 7 1788 717911 3 988  45 555 5 542  22522 2 ;84510 7 1788 71791 3 88  45 555 5 542  22522 2    ;894510 7 15788 717911 3 988  45 555 5 542  2252 2 
894510 7 15788 717911 3 988  45 555 5 542  22522 2;84510 7 1788 71791 3 88  45 555 5 542  22522 2    ;894510 7 15788 717911 3 988  45 555 5 542  2252 2 ;8945107 15788 7179111  3 988  45 555 5 542  22522 
894510 7 15788 717911 3 988  45 555 5 542  22522 2;84510 7 1788 71791 3 88  45 555 5 542  22522 2    ;8945107 15788 7179111  3 988  45 555 5 542  22522 ;894510 7 15788 7179171 3 988  45 555 5 542  2222 2
84510 7 1788 71791 3 88  45 555 5 542  22522 2    ;8945107 15788 7179111  3 988  45 555 5 542  22522 ;894510 7 15788 7179171 3 988  45 555 5 542  2222 2;84510 7 1788 71791 3 88  45  555 5 52  22522 2    
84510 7 1788 71791 3 88  45 555 5 542  22522 2    ;894510 7 15788 7179171 3 988  45 555 5 542  2222 2;84510 7 1788 71791 3 88  45  555 5 52  22522 2    ;84510 7 1788 71791 3 88  455 555 5 542  22522 2   
84510 7 1788 71791 3 88  45 555 5 542  22522 2    ;84510 7 1788 71791 3 88  45  555 5 52  22522 2    ;84510 7 1788 71791 3 88  455 555 5 542  22522 2   ;84510 7 17889 741791 3 88  45 555 5 542  22522 2  
84510 7 1788 71791 3 88  45 555 5 542  22522 2    ;84510 7 1788 71791 3 88  455 555 5 542  22522 2   ;84510 7 17889 741791 3 88  45 555 5 542  22522 2  ;84510 7 1788 7017941 3 88  45 555 5 542  22522 2  
84510 7 1788 71791 3 88  455 555 5 542  22522 2   ;84510 7 17889 741791 3 88  45 555 5 542  22522 2  ;84510 7 1788 7017941 3 88  45 555 5 542  22522 2  ;84510 7 1788 71791 3 88  455 555 5 542  225227 2  
84510 7 17889 741791 3 88  45 555 5 542  22522 2  ;84510 7 1788 7017941 3 88  45 555 5 542  22522 2  ;84510 7 1788 71791 3 88  455 555 5 542  225227 2  ;84510 7 17889 7414791 3 88  45 555 5 5442  22522 2
84510 7 1788 7017941 3 88  45 555 5 542  22522 2  ;84510 7 1788 71791 3 88  455 555 5 542  225227 2  ;84510 7 17889 7414791 3 88  45 555 5 5442  22522 2;84510 7 188 70179413 88  45 555 5 42  22522 2     
84510 7 1788 71791 3 88  455 555 5 542  225227 2  ;84510 7 17889 7414791 3 88  45 555 5 5442  22522 2;84510 7 188 70179413 88  45 555 5 42  22522 2     ;84510 7 1788 71791 3 88  455 555 5 5442  22522 2  
84510 7 17889 7414791 3 88  45 555 5 5442  22522 2;84510 7 188 70179413 88  45 555 5 42  22522 2     ;84510 7 1788 71791 3 88  455 555 5 5442  22522 2  ;84510 7 17889 7414791 3 88  45 555 5 5442  22522 2
84510 7 17889 7414791 3 88  45 555 5 5442  22522 2;84510 7 1788 71791 3 88  455 555 5 5442  22522 2  ;84510 7 17889 7414791 3 88  45 555 5 5442  22522 2;84510 7 17889 7414791 3 88  495 555 5 5442  22522 
84510 7 17889 7414791 3 88  45 555 5 5442  22522 2;84510 7 1788 71791 3 88  455 555 5 5442  22522 2  ;84510 7 17889 7414791 3 88  45 555 5 5442  22522 2;84510 7 17889 7414791 3 88  45 5255 5 5442  622522
84510 7 1788 71791 3 88  455 555 5 5442  22522 2  ;84510 7 17889 7414791 3 88  45 555 5 5442  22522 2;84510 7 17889 7414791 3 88  45 5255 5 5442  622522;84510 7 1788 71791  3 88  455 555 5 5442  22522 2 
84510 7 1788 71791 3 88  455 555 5 5442  22522 2  ;84510 7 17889 7414791 3 88  45 5255 5 5442  622522;84510 7 1788 71791  3 88  455 555 5 5442  22522 2 ;845120 7 1 788 71791 3 88  455 555 5 5442  22522 2
84510 7 1788 71791 3 88  455 555 5 5442  22522 2  ;84510 7 17889 7414791 3 88  45 5255 5 5442  622522;84510 7 1788 71791  3 88  455 555 5 5442  22522 2 ;84510 7 1788 71791 03 88  455 555 5 5442  22522 2 
84510 7 1788 71791 3 88  455 555 5 5442  22522 2  ;84510 7 17889 7414791 3 88  45 5255 5 5442  622522;84510 7 1788 71791 03 88  455 555 5 5442  22522 2 ;84510 7 1788 71791 3 88  455 555 5 5442  22522 2  
84510 7 17889 7414791 3 88  45 5255 5 5442  622522;84510 7 1788 71791 03 88  455 555 5 5442  22522 2 ;84510 7 1788 71791 3 88  455 555 5 5442  22522 2  ;84510 7 17889 7414791 3 88  456 5255 5 5442  62252
84510 7 17889 7414791 3 88  45 5255 5 5442  622522;84510 7 1788 71791 3 88  455 555 5 5442  22522 2  ;84510 7 17889 7414791 3 88  456 5255 5 5442  62252;8510 7 17889 7414791 3 88  45 5255 5 5442  622522 
84510 7 17889 7414791 3 88  45 5255 5 5442  622522;84510 7 1788 71791 3 88  455 555 5 5442  22522 2  ;8510 7 17889 7414791 3 88  45 5255 5 5442  622522 ;84510 7 17889 7414791 3 88  45 5255 5 5 442  62252
84510 7 17889 7414791 3 88  45 5255 5 5442  622522;8510 7 17889 7414791 3 88  45 5255 5 5442  622522 ;84510 7 17889 7414791 3 88  45 5255 5 5 442  62252;845107 7 17889 7414791 34 88  45 5255 5 5442  6225
8510 7 17889 7414791 3 88  45 5255 5 5442  622522 ;84510 7 17889 7414791 3 88  45 5255 5 5 442  62252;845107 7 17889 7414791 34 88  45 5255 5 5442  6225;8510 7 17889 7414791 3 88  45 5255 5 5442  622522 
8510 7 17889 7414791 3 88  45 5255 5 5442  622522 ;845107 7 17889 7414791 34 88  45 5255 5 5442  6225;8510 7 17889 7414791 3 88  45 5255 5 5442  622522 ;88510 7 17889 7414791 3 88  45 5255 5 5442  622522
8510 7 17889 7414791 3 88  45 5255 5 5442  622522 ;845107 7 17889 7414791 34 88  45 5255 5 5442  6225;8510 7 17889 7414791 3 88  45 5255 5 5442  622522 ;8510 7 17889 7414791 3 88  45 52585 5 5442  622522
8510 7 17889 7414791 3 88  45 5255 5 5442  622522 ;845107 7 17889 7414791 34 88  45 5255 5 5442  6225;8510 7 17889 7414791 3 88  45 52585 5 5442  622522;8510 7 1789 7414791 3 88  45 5255 5 5442  622522  
845107 7 17889 7414791 34 88  45 5255 5 5442  6225;8510 7 17889 7414791 3 88  45 52585 5 5442  622522;8510 7 1789 7414791 3 88  45 5255 5 5442  622522  ;845107 7 17889 7414791 34 88  45 5255 55442  6225 
845107 7 17889 7414791 34 88  45 5255 5 5442  6225;8510 7 17889 7414791 3 88  45 52585 5 5442  622522;845107 7 17889 7414791 34 88  45 5255 55442  6225 ;8451076 7 17889 741479 34 88  45 5255 5 5442  6225
845107 7 17889 7414791 34 88  45 5255 5 5442  6225;845107 7 17889 7414791 34 88  45 5255 55442  6225 ;8451076 7 17889 741479 34 88  45 5255 5 5442  6225;845107 7 17889 7414791 34 88  445 5255 5 5442  622
845107 7 17889 7414791 34 88  45 5255 5 5442  6225;8451076 7 17889 741479 34 88  45 5255 5 5442  6225;845107 7 17889 7414791 34 88  445 5255 5 5442  622;845107 7 17889 7414791 534 8 8  45 5255 5 5442  62
8451076 7 17889 741479 34 88  45 5255 5 5442  6225;845107 7 17889 7414791 34 88  445 5255 5 5442  622;845107 7 17889 7414791 534 8 8  45 5255 5 5442  62;8451076 7 17889 741479 34 88  45 5255 5 54442  622
845107 7 17889 7414791 34 88  445 5255 5 5442  622;845107 7 17889 7414791 534 8 8  45 5255 5 5442  62;8451076 7 17889 741479 34 88  45 5255 5 54442  622;845107 7 17889 7414791 34 88  44 5255 59 5442  622
845107 7 17889 7414791 34 88  445 5255 5 5442  622;8451076 7 17889 741479 34 88  45 5255 5 54442  622;845107 7 17889 7414791 34 88  44 5255 59 5442  622;845107 7 17889 78414791 34 88  445 5255 5 5442  62
845107 7 17889 7414791 34 88  445 5255 5 5442  622;8451076 7 17889 741479 34 88  45 5255 5 54442  622;845107 7 17889 78414791 34 88  445 5255 5 5442  62;845107 7 17889 414791 34 88  445 5255 5 5442  622 
8451076 7 17889 741479 34 88  45 5255 5 54442  622;845107 7 17889 78414791 34 88  445 5255 5 5442  62;845107 7 17889 414791 34 88  445 5255 5 5442  622 ;851076 7 17889 741479 34 88  45 5255 5 54442  622 
845107 7 17889 78414791 34 88  445 5255 5 5442  62;845107 7 17889 414791 34 88  445 5255 5 5442  622 ;851076 7 17889 741479 34 88  45 5255 5 54442  622 ;8451087 7 17889 78414791 34 88  445 5255 5 5442  6
845107 7 17889 78414791 34 88  445 5255 5 5442  62;851076 7 17889 741479 34 88  45 5255 5 54442  622 ;8451087 7 17889 78414791 34 88  445 5255 5 5442  6;845107 7 178879 78414791 34 88  445 5255 5 5442  6
845107 7 17889 78414791 34 88  445 5255 5 5442  62;8451087 7 17889 78414791 34 88  445 5255 5 5442  6;845107 7 178879 78414791 34 88  445 5255 5 5442  6;845107 7 1789 78414791 34 88  445 5255 5 5442  622
845107 7 17889 78414791 34 88  445 5255 5 5442  62;8451087 7 17889 78414791 34 88  445 5255 5 5442  6;845107 7 1789 78414791 34 88  445 5255 5 5442  622;845107 7 17889 78414791 34 88  445 5255 5 5442  62
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;845107 7 1789 78414791 34 88  445 5255 5 5442  622;845107 7 17889 78414791 34 88  445 5255 5 5442  62;84510087 7 17889 784144791 34 88  445 5255 5 5442 
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;845107 7 1789 78414791 34 88  445 5255 5 5442  622;84510087 7 17889 784144791 34 88  445 5255 5 5442 ;8451087 7 17889 78414791 34 88  445 5255 5 5442  6
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;84510087 7 17889 784144791 34 88  445 5255 5 5442 ;8451087 7 17889 78414791 34 88  445 5255 5 5442  6;8451087 7 17889 78414791 34 88  445 5255 5 5442  6
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;84510087 7 17889 784144791 34 88  445 5255 5 5442 ;8451087 7 17889 78414791 34 88  445 5255 5 5442  6;851087 7 17889 78414791 34 88  445 05255 5 5442  6
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;84510087 7 17889 784144791 34 88  445 5255 5 5442 ;8451087 7 17889 78414791 34 88  445 5255 5 5442  6;845108 7 17889 718414791 34 88  445 5255 5 5442  6
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;84510087 7 17889 784144791 34 88  445 5255 5 5442 ;845108 7 17889 718414791 34 88  445 5255 5 5442  6;8451087 7 17889 78414791 34 88  445 5255 5 5442  6
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;845108 7 17889 718414791 34 88  445 5255 5 5442  6;8451087 7 17889 78414791 34 88  445 5255 5 5442  6;8451087 7 17889 784124791 34 88  445 5255 5 5442  
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;8451087 7 17889 78414791 34 88  445 5255 5 5442  6;8451087 7 17889 784124791 34 88  445 5255 5 5442  ;8451087 7 17889 78414791  34 88  445 5255 5 5442  
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;8451087 7 17889 784124791 34 88  445 5255 5 5442  ;8451087 7 17889 78414791  34 88  445 5255 5 5442  ;85451087 7 17889 78414791 34 88  445 5255 5 5442  
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;8451087 7 17889 78414791  34 88  445 5255 5 5442  ;85451087 7 17889 78414791 34 88  445 5255 5 5442  ;8451087 78 17889 78414791 34 88  445 555 5 5442  6
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;85451087 7 17889 78414791 34 88  445 5255 5 5442  ;8451087 78 17889 78414791 34 88  445 555 5 5442  6;8451087 7 1788 9 784 14791 34 88  445 5255 5 5442 
8451087 7 17889 78414791 34 88  445 5255 5 5442  6;85451087 7 17889 78414791 34 88  445 5255 5 5442  ;8451087 7 1788 9 784 14791 34 88  445 5255 5 5442 ;8451087 7 17889 7844791 34 88  445 5325 5 5442  6 
85451087 7 17889 78414791 34 88  445 5255 5 5442  ;8451087 7 1788 9 784 14791 34 88  445 5255 5 5442 ;8451087 7 17889 7844791 34 88  445 5325 5 5442  6 ;85451087 7 17889 78414791 34 88  445 5255 5 56442 
85451087 7 17889 78414791 34 88  445 5255 5 5442  ;8451087 7 17889 7844791 34 88  445 5325 5 5442  6 ;85451087 7 17889 78414791 34 88  445 5255 5 56442 ;85451087 7 17889 7844791 34 88  445 52555 5 5442  
85451087 7 17889 78414791 34 88  445 5255 5 5442  ;8451087 7 17889 7844791 34 88  445 5325 5 5442  6 ;85451087 7 17889 7844791 34 88  445 52555 5 5442  ;8545 1087 7 17889 784147791 34 88  445 5255 5 5442
8451087 7 17889 7844791 34 88  445 5325 5 5442  6 ;85451087 7 17889 7844791 34 88  445 52555 5 5442  ;8545 1087 7 17889 784147791 34 88  445 5255 5 5442;84510 87 7 17889 7844791 34 88  445 5325 5 54422  
8451087 7 17889 7844791 34 88  445 5325 5 5442  6 ;85451087 7 17889 7844791 34 88  445 52555 5 5442  ;84510 87 7 17889 7844791 34 88  445 5325 5 54422  ;84511087 7 17889 7844791 34 88  445 5325 5 5442  6
8451087 7 17889 7844791 34 88  445 5325 5 5442  6 ;85451087 7 17889 7844791 34 88  445 52555 5 5442  ;84511087 7 17889 7844791 34 88  445 5325 5 5442  6;8451087 7 17889 78440791 34 88  4455 5325 5 5442  
85451087 7 17889 7844791 34 88  445 52555 5 5442  ;84511087 7 17889 7844791 34 88  445 5325 5 5442  6;8451087 7 17889 78440791 34 88  4455 5325 5 5442  ;8503451087 7 17889 78 44791 34 88  445 52555 5 544
85451087 7 17889 7844791 34 88  445 52555 5 5442  ;8451087 7 17889 78440791 34 88  4455 5325 5 5442  ;8503451087 7 17889 78 44791 34 88  445 52555 5 544;85451087 7 17889 7844791 34 88  45 552555 5 5442  
8451087 7 17889 78440791 34 88  4455 5325 5 5442  ;8503451087 7 17889 78 44791 34 88  445 52555 5 544;85451087 7 17889 7844791 34 88  45 552555 5 5442  ;84510587 7 17889 78440791 34 88  4455 5325 5 52   
8451087 7 17889 78440791 34 88  4455 5325 5 5442  ;85451087 7 17889 7844791 34 88  45 552555 5 5442  ;84510587 7 17889 78440791 34 88  4455 5325 5 52   ;8451087 7 17889 478440791 34 88  4455 5325 5 5442 
85451087 7 17889 7844791 34 88  45 552555 5 5442  ;84510587 7 17889 78440791 34 88  4455 5325 5 52   ;8451087 7 17889 478440791 34 88  4455 5325 5 5442 ;85451087 7 1788 7844791 34 88  45  552555 5 5442  
84510587 7 17889 78440791 34 88  4455 5325 5 52   ;8451087 7 17889 478440791 34 88  4455 5325 5 5442 ;85451087 7 1788 7844791 34 88  45  552555 5 5442  ;84510587 7 17889 784401791 34 88  4455 5325 5 52  
84510587 7 17889 78440791 34 88  4455 5325 5 52   ;8451087 7 17889 478440791 34 88  4455 5325 5 5442 ;85451087 7 1788 7844791 34 88  45  552555 5 5442  ;84510587 7 176889 78440791 34 88  4455 5325 5 52  
84510587 7 17889 78440791 34 88  4455 5325 5 52   ;8451087 7 17889 478440791 34 88  4455 5325 5 5442 ;84510587 7 176889 78440791 34 88  4455 5325 5 52  ;84510587 7 17889 7 84440791 34 88  4455 5325 5 52 
84510587 7 17889 78440791 34 88  4455 5325 5 52   ;84510587 7 176889 78440791 34 88  4455 5325 5 52  ;84510587 7 17889 7 84440791 34 88  4455 5325 5 52 ;84510587 7 17889 7844091 34 88  4455 5325 5 52    
84510587 7 17889 78440791 34 88  4455 5325 5 52   ;84510587 7 176889 78440791 34 88  4455 5325 5 52  ;84510587 7 17889 7 84440791 34 88  4455 5325 5 52 ;84531057 7 17889 784407911 34 88  4455 5325 5 52  
84510587 7 17889 78440791 34 88  4455 5325 5 52   ;84510587 7 176889 78440791 34 88  4455 5325 5 52  ;84531057 7 17889 784407911 34 88  4455 5325 5 52  ;84510587 7 17889 78440791 34 88  4455 5325 5 52   
84510587 7 17889 78440791 34 88  4455 5325 5 52   ;84510587 7 176889 78440791 34 88  4455 5325 5 52  ;84510587 7 17889 78440791 34 88  4455 5325 5 52   ;84510587 7 17889 78440791 34 88  4455 5325 15 52  
84510587 7 176889 78440791 34 88  4455 5325 5 52  ;84510587 7 17889 78440791 34 88  4455 5325 5 52   ;84510587 7 17889 78440791 34 88  4455 5325 15 52  ;845105837 7 176889 78440791 34 88  4455  5325 5 52
84510587 7 176889 78440791 34 88  4455 5325 5 52  ;84510587 7 17889 78440791 34 88  4455 5325 15 52  ;845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 176889 78440791 34 88  74455 5325 5 052
84510587 7 176889 78440791 34 88  4455 5325 5 52  ;845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 176889 78440791 34 88  74455 5325 5 052;84510587 7 4176889 78440791 34 88  4455 5325 5 562
845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 176889 78440791 34 88  74455 5325 5 052;84510587 7 4176889 78440791 34 88  4455 5325 5 562;845105837 7 176889 78440791  34 88  4455   5325 5 
845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 4176889 78440791 34 88  4455 5325 5 562;845105837 7 176889 78440791  34 88  4455   5325 5 ;845105837 7 176889 78440791 34 88  4455  5325 5 52
84510587 7 4176889 78440791 34 88  4455 5325 5 562;845105837 7 176889 78440791  34 88  4455   5325 5 ;845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 41762889 78440791 34 88  4455 5325 5 56
84510587 7 4176889 78440791 34 88  4455 5325 5 562;845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 41762889 78440791 34 88  4455 5325 5 56;84510587 7 4176889 784407991 34 88 4455 5325 5 562
84510587 7 4176889 78440791 34 88  4455 5325 5 562;845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 4176889 784407991 34 88 4455 5325 5 562;84510587 7 4176889 78440791 34 88  4455 5325 5 562
845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 4176889 784407991 34 88 4455 5325 5 562;84510587 7 4176889 78440791 34 88  4455 5325 5 562;8451105837 7 176889 78440791 34 88  4455  5325 5 5
845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 4176889 784407991 34 88 4455 5325 5 562;84510587 7 4176889 78440791 34 88  4455 5325 5 562;845105837 71 176889 78440791 34 88 4455  5325 5 52
845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 4176889 78440791 34 88  4455 5325 5 562;845105837 71 176889 78440791 34 88 4455  5325 5 52;8451085837 7 176889 78440791 34 88  4455  5325 5 5
845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 4176889 78440791 34 88  4455 5325 5 562;845105837 71 176889 78440791 34 88 4455  5325 5 52;845105837 7 176889 7847407 91 34 88  4455  5325 5 
845105837 7 176889 78440791 34 88  4455  5325 5 52;84510587 7 4176889 78440791 34 88  4455 5325 5 562;845105837 7 176889 7847407 91 34 88  4455  5325 5 ;845105837 7 176889 781440791 34 88  4455  5325 5 5
845105837 7 176889 78440791 34 88  4455  5325 5 52;845105837 7 176889 7847407 91 34 88  4455  5325 5 ;845105837 7 176889 781440791 34 88  4455  5325 5 5;845 105837 7 176889 78440791 34 88  4455  5325 55 
845105837 7 176889 78440791 34 88  4455  5325 5 52;845105837 7 176889 781440791 34 88  4455  5325 5 5;845 105837 7 176889 78440791 34 88  4455  5325 55 ;845105837 7 176889 7844091 34 858  4455  5325 5 52
845105837 7 176889 781440791 34 88  4455  5325 5 5;845 105837 7 176889 78440791 34 88  4455  5325 55 ;845105837 7 176889 7844091 34 858  4455  5325 5 52;84515837 7 176889 7881440791 34 88  4455  5325 5 5
845105837 7 176889 781440791 34 88  4455  5325 5 5;845105837 7 176889 7844091 34 858  4455  5325 5 52;84515837 7 176889 7881440791 34 88  4455  5325 5 5;845105837 7 176 889 781440791 34 88  4455  5325 5 
845105837 7 176889 781440791 34 88  4455  5325 5 5;84515837 7 176889 7881440791 34 88  4455  5325 5 5;845105837 7 176 889 781440791 34 88  4455  5325 5 ;845105837 7 7176889 781440791 34 88  455  5325 5 5
845105837 7 176889 781440791 34 88  4455  5325 5 5;845105837 7 176 889 781440791 34 88  4455  5325 5 ;845105837 7 7176889 781440791 34 88  455  5325 5 5;84515837 7 176889 781440791 34 88  4455  5325 55 5
845105837 7 176889 781440791 34 88  4455  5325 5 5;845105837 7 176 889 781440791 34 88  4455  5325 5 ;84515837 7 176889 781440791 34 88  4455  5325 55 5;8495105837 7 176889 781440791 34 88  4455  5325 5 
845105837 7 176889 781440791 34 88  4455  5325 5 5;84515837 7 176889 781440791 34 88  4455  5325 55 5;8495105837 7 176889 781440791 34 88  4455  5325 5 ;845105837 7 176889 781440791 34 88  4455  5325 5 5
845105837 7 176889 781440791 34 88  4455  5325 5 5;8495105837 7 176889 781440791 34 88  4455  5325 5 ;845105837 7 176889 781440791 34 88  4455  5325 5 5;845105837 7 176889 781440791 34 88  4455  5325 5 5
8495105837 7 176889 781440791 34 88  4455  5325 5 ;845105837 7 176889 781440791 34 88  4455  5325 5 5;845105837 7 176889 781440791 34 88  4455  5325 5 5;8495105837 7 176889 781440791 34 88  4455  53255  
845105837 7 176889 781440791 34 88  4455  5325 5 5;845105837 7 176889 781440791 34 88  4455  5325 5 5;8495105837 7 176889 781440791 34 88  4455  53255  ;845105837 7 176889 781440791 34 88  4455  5325 5 5
845105837 7 176889 781440791 34 88  4455  5325 5 5;8495105837 7 176889 781440791 34 88  4455  53255  ;845105837 7 176889 781440791 34 88  4455  5325 5 5;845105837 70 176889 781440791 34 88  4455  5325 5 
845105837 7 176889 781440791 34 88  4455  5325 5 5;8495105837 7 176889 781440791 34 88  4455  53255  ;845105837 70 176889 781440791 34 88  4455  5325 5 ;845105837 7 176889 781440791 374 88  4455 3 5325 5
845105837 7 176889 781440791 34 88  4455  5325 5 5;845105837 70 176889 781440791 34 88  4455  5325 5 ;845105837 7 176889 781440791 374 88  4455 3 5325 5;8451058317 7 1760889 7814 40791 34 88  4455  5325 
845105837 7 176889 781440791 34 88  4455  5325 5 5;845105837 7 176889 781440791 374 88  4455 3 5325 5;8451058317 7 1760889 7814 40791 34 88  4455  5325 ;845105837 7 176889 7814406791 34 88  4455  5325 5 
845105837 7 176889 781440791 374 88  4455 3 5325 5;8451058317 7 1760889 7814 40791 34 88  4455  5325 ;845105837 7 176889 7814406791 34 88  4455  5325 5 ;845105837 7 176889 7814140791 374 88  4455 3 53255
845105837 7 176889 781440791 374 88  4455 3 5325 5;845105837 7 176889 7814406791 34 88  4455  5325 5 ;845105837 7 176889 7814140791 374 88  4455 3 53255;8451058374 7 176889 781440791 374 88  4455 3 53254
845105837 7 176889 781440791 374 88  4455 3 5325 5;845105837 7 176889 7814406791 34 88  4455  5325 5 ;8451058374 7 176889 781440791 374 88  4455 3 53254;5845105837 7 176889 781440791 374 88  4455 3 535 5
845105837 7 176889 7814406791 34 88  4455  5325 5 ;8451058374 7 176889 781440791 374 88  4455 3 53254;5845105837 7 176889 781440791 374 88  4455 3 535 5;845105837 7 176889 7814406791 34 88  4455  5325 5 
845105837 7 176889 7814406791 34 88  4455  5325 5 ;8451058374 7 176889 781440791 374 88  4455 3 53254;5845105837 7 176889 781440791 374 88  4455 3 535 5;845105837 7  176889 7814406791 34 88  4455  5325 5
